Sales_Key,Order_ID,Order_Line_ID,Order_Date,Year,Quarter,Month,Month_Name,Region,Country,State,City,Product,Category,Sub_Category,Unit_Cost,Unit_Price,Customer,Segment,Customer_Rating,Customer_Key,Salesperson,Salesperson_Key,Channel,Quantity,Sales_Amount,Discount_Amount,Cost_Amount,Profit_Amount,Shipping_Cost,Net_Revenue,Payment_Mode,Is_Returned
18595,ORD-2023-011875,1,2023-02-14,2023,Q1,2,February,West,India,Madhya Pradesh,Indore,Stationery Report 4,Office Supplies,Stationery,2463.14,4755.63,Samantha Reynolds,Consumer,5.0,3672,Justin Jones,7.0,Distributor,2,9392.26,1726.61,4926.28,2739.37,33.52,7665.650000000001,Wire Transfer,0
18774,ORD-2024-011994,1,2024-12-29,2024,Q4,12,December,South,India,Karnataka,Bengaluru,Stationery Report 4,Office Supplies,Stationery,2463.14,4755.63,Laura Bailey,Corporate,3.5,5011,,,Marketplace,1,4753.7,1946.29,2463.14,344.27,8.6,2807.41,Credit Card,0
18793,ORD-2024-012004,1,2024-04-05,2024,Q2,4,April,West,India,Maharashtra,Mumbai,Stationery Report 4,Office Supplies,Stationery,2463.14,4755.63,Stacey Davis,Corporate,5.0,5709,,,Online,11,52988.78,2804.11,27094.54,23090.13,11.68,50184.67,COD,0
19114,ORD-2022-012208,1,2022-08-21,2022,Q3,8,August,North,India,Haryana,Gurugram,Stationery Report 4,Office Supplies,Stationery,2463.14,4755.63,Diane Bishop,Corporate,3.8,5163,Latoya Fitzgerald,67.0,Retail Store,2,9594.63,151.86,4926.28,4516.49,33.2,9442.769999999999,Credit Card,0
19456,ORD-2023-012436,2,2023-12-12,2023,Q4,12,December,West,India,Maharashtra,Pune,Stationery Report 4,Office Supplies,Stationery,2463.14,4755.63,Amy Russell,Corporate,3.9,9,,,Online,1,4847.06,264.49,2463.14,2119.43,10.72,4582.570000000001,UPI,0
20438,ORD-2022-013055,1,2022-02-06,2022,Q1,2,February,South,India,Tamil Nadu,Chennai,Stationery Report 4,Office Supplies,Stationery,2463.14,4755.63,Aaron Webb,Consumer,3.2,4456,,,Online,3,14044.45,838.3,7389.42,5816.73,11.21,13206.150000000001,Wire Transfer,1
20447,ORD-2025-013061,1,2025-03-28,2025,Q1,3,March,South,India,Telangana,Hyderabad,Stationery Report 4,Office Supplies,Stationery,2463.14,4755.63,Carl Scott,Consumer,4.1,6877,,,Online,1,4764.08,426.85,2463.14,1874.09,9.8,4337.23,UPI,0
20558,ORD-2024-013132,1,2024-08-13,2024,Q3,8,August,North,India,Rajasthan,Jaipur,Stationery Report 4,Office Supplies,Stationery,2463.14,4755.63,Ashley Burton MD,Consumer,3.8,7094,,,Online,1,4748.42,364.16,2463.14,1921.12,37.78,4384.26,Net Banking,0
20759,ORD-2024-013270,1,2024-04-03,2024,Q2,4,April,West,India,Maharashtra,Pune,Stationery Report 4,Office Supplies,Stationery,2463.14,4755.63,Sandra Walker,Consumer,4.5,4901,,,Marketplace,2,9442.52,1298.54,4926.28,3217.7,8.39,8143.9800000000005,Credit Card,0
21226,ORD-2025-013542,1,2025-03-21,2025,Q1,3,March,South,India,Tamil Nadu,Chennai,Stationery Report 4,Office Supplies,Stationery,2463.14,4755.63,Jennifer Simpson DVM,Consumer,4.1,455,,,Marketplace,2,9534.81,1646.63,4926.28,2961.9,10.39,7888.179999999999,UPI,0
21980,ORD-2025-014005,2,2025-05-31,2025,Q2,5,May,South,India,Karnataka,Bengaluru,Stationery Report 4,Office Supplies,Stationery,2463.14,4755.63,Katherine Phillips,Corporate,3.9,6855,,,Marketplace,2,9424.35,1442.18,4926.28,3055.89,12.31,7982.17,Credit Card,0
22158,ORD-2022-014124,1,2022-12-19,2022,Q4,12,December,East,India,West Bengal,Kolkata,Stationery Report 4,Office Supplies,Stationery,2463.14,4755.63,Susan Murray MD,Consumer,3.7,110,,,Online,4,19332.16,3078.85,9852.56,6400.75,8.64,16253.31,Credit Card,0
22443,ORD-2025-014316,2,2025-07-22,2025,Q3,7,July,Central,India,Madhya Pradesh,Bhopal,Stationery Report 4,Office Supplies,Stationery,2463.14,4755.63,Robert Morgan,SMB,3.8,408,Kimberly Jackson,8.0,Retail Store,2,9556.62,38.45,4926.28,4591.89,26.68,9518.17,UPI,0
22507,ORD-2025-014358,1,2025-10-02,2025,Q4,10,October,East,India,West Bengal,Kolkata,Stationery Report 4,Office Supplies,Stationery,2463.14,4755.63,Jill Roman,Corporate,3.9,2185,Noah Briggs,64.0,Online,4,18812.34,1063.31,9852.56,7896.47,9.32,17749.03,UPI,0
22601,ORD-2023-014412,2,2023-07-29,2023,Q3,7,July,South,India,Karnataka,Bengaluru,Stationery Report 4,Office Supplies,Stationery,2463.14,4755.63,John Robles,Consumer,3.8,3289,,,Online,2,9342.78,384.06,4926.28,4032.44,10.01,8958.720000000001,COD,0
23501,ORD-2025-014961,1,2025-04-06,2025,Q2,4,April,South,India,Telangana,Hyderabad,Stationery Report 4,Office Supplies,Stationery,2463.14,4755.63,Sharon Blake,Corporate,3.6,6668,,,Marketplace,2,9334.77,1666.04,4926.28,2742.45,10.48,7668.7300000000005,Net Banking,0
23739,ORD-2022-015119,1,2022-02-03,2022,Q1,2,February,East,India,West Bengal,Kolkata,Stationery Report 4,Office Supplies,Stationery,2463.14,4755.63,Isaiah Jones,Consumer,4.1,5454,Eric Parker,87.0,Distributor,2,9465.68,10.18,4926.28,4529.22,9.24,9455.5,UPI,0
23928,ORD-2024-015250,2,2024-06-12,2024,Q2,6,June,North,India,Rajasthan,Jaipur,Stationery Report 4,Office Supplies,Stationery,2463.14,4755.63,Morgan Barrett,Consumer,4.0,7623,,,Online,2,9465.92,766.84,4926.28,3772.8,32.15,8699.08,UPI,0
24195,ORD-2025-015421,1,2025-04-27,2025,Q2,4,April,North,India,Delhi,New Delhi,Stationery Report 4,Office Supplies,Stationery,2463.14,4755.63,Roger Weaver,Corporate,3.3,4194,,,Online,1,4663.06,483.6,2463.14,1716.32,10.26,4179.46,Net Banking,0
24317,ORD-2024-015497,2,2024-04-03,2024,Q2,4,April,East,India,Bihar,Patna,Stationery Report 4,Office Supplies,Stationery,2463.14,4755.63,David Murphy,Consumer,3.8,5758,Robert Bailey,102.0,Retail Store,1,4729.78,482.9,2463.14,1783.74,32.73,4246.88,UPI,0
24517,ORD-2022-015625,1,2022-06-23,2022,Q2,6,June,North,India,Punjab,Chandigarh,Stationery Report 4,Office Supplies,Stationery,2463.14,4755.63,Richard Bailey,Consumer,4.8,3003,,,Online,3,14518.9,1465.8,7389.42,5663.68,34.69,13053.1,COD,0
24585,ORD-2023-015673,1,2023-11-27,2023,Q4,11,November,East,India,West Bengal,Kolkata,Stationery Report 4,Office Supplies,Stationery,2463.14,4755.63,Gregory Jacobs,Corporate,3.9,2708,,,Online,3,14526.37,1559.55,7389.42,5577.4,8.92,12966.820000000002,Net Banking,0
24738,ORD-2023-015778,3,2023-12-31,2023,Q4,12,December,West,India,Maharashtra,Mumbai,Stationery Report 4,Office Supplies,Stationery,2463.14,4755.63,Jason Herrera,Corporate,3.3,770,Erin Mcdowell,105.0,Retail Store,2,9501.8,164.71,4926.28,4410.81,11.93,9337.09,UPI,0
24874,ORD-2025-015864,1,2025-02-19,2025,Q1,2,February,South,India,Karnataka,Bengaluru,Stationery Report 4,Office Supplies,Stationery,2463.14,4755.63,Angelica Vincent,Consumer,4.5,1724,,,Marketplace,3,14007.68,2030.51,7389.42,4587.75,11.55,11977.17,UPI,0
25002,ORD-2022-015945,1,2022-09-27,2022,Q3,9,September,South,India,Tamil Nadu,Chennai,Stationery Report 4,Office Supplies,Stationery,2463.14,4755.63,Anthony Everett,Corporate,3.9,69,,,Online,1,4780.34,556.05,2463.14,1761.15,12.7,4224.29,Credit Card,0
25196,ORD-2023-016068,1,2023-09-23,2023,Q3,9,September,West,India,Maharashtra,Mumbai,Stationery Report 4,Office Supplies,Stationery,2463.14,4755.63,John Zamora,Consumer,3.4,1715,,,Online,4,19118.28,2784.93,9852.56,6480.79,8.12,16333.349999999999,Net Banking,0
25606,ORD-2023-016321,1,2023-03-26,2023,Q1,3,March,South,India,Telangana,Hyderabad,Stationery Report 4,Office Supplies,Stationery,2463.14,4755.63,Cody Burgess,Consumer,3.7,2061,,,Online,1,4682.12,385.4,2463.14,1833.58,9.0,4296.72,Net Banking,0
25669,ORD-2024-016364,1,2024-03-28,2024,Q1,3,March,West,India,Maharashtra,Pune,Stationery Report 4,Office Supplies,Stationery,2463.14,4755.63,Robert Banks,Corporate,4.4,7069,,,Online,7,33064.27,4554.53,17241.98,11267.76,8.58,28509.739999999998,COD,0
25724,ORD-2022-016397,2,2022-09-14,2022,Q3,9,September,Central,India,Uttarakhand,Dehradun,Stationery Report 4,Office Supplies,Stationery,2463.14,4755.63,William Johnson,Consumer,3.6,4211,,,Online,2,9399.72,1475.25,4926.28,2998.19,28.02,7924.469999999999,UPI,0
25969,ORD-2022-016545,1,2022-05-02,2022,Q2,5,May,Central,India,Madhya Pradesh,Bhopal,Stationery Report 4,Office Supplies,Stationery,2463.14,4755.63,Edwin Carter,Consumer,4.0,2633,,,Online,2,9552.72,1344.4,4926.28,3282.04,35.7,8208.32,Credit Card,0
26306,ORD-2025-016773,1,2025-06-26,2025,Q2,6,June,South,India,Telangana,Hyderabad,Stationery Report 4,Office Supplies,Stationery,2463.14,4755.63,Deborah Small,Consumer,3.1,7620,Eric Camacho,97.0,Online,1,4707.54,459.07,2463.14,1785.33,8.45,4248.47,UPI,0
26475,ORD-2023-016872,2,2023-04-19,2023,Q2,4,April,West,India,Maharashtra,Mumbai,Stationery Report 4,Office Supplies,Stationery,2463.14,4755.63,Virginia Clark,Consumer,4.4,3256,Vanessa Boone,120.0,Online,2,9650.63,483.0,4926.28,4241.35,12.57,9167.63,Net Banking,0
26478,ORD-2022-016874,1,2022-10-10,2022,Q4,10,October,North,India,Punjab,Chandigarh,Stationery Report 4,Office Supplies,Stationery,2463.14,4755.63,David Nguyen,Corporate,2.7,6878,Alison Delacruz,48.0,Retail Store,2,9329.87,1192.33,4926.28,3211.26,24.56,8137.540000000001,Wire Transfer,0
27234,ORD-2024-017342,4,2024-12-08,2024,Q4,12,December,East,India,West Bengal,Kolkata,Stationery Report 4,Office Supplies,Stationery,2463.14,4755.63,Matthew Moore,Consumer,4.3,78,,,Online,2,9373.14,1893.07,4926.28,2553.79,9.31,7480.07,UPI,0
27474,ORD-2025-017481,1,2025-07-12,2025,Q3,7,July,East,India,West Bengal,Kolkata,Stationery Report 4,Office Supplies,Stationery,2463.14,4755.63,Michael Davis,Consumer,3.9,6816,Diane Smith,92.0,Distributor,1,4807.37,349.58,2463.14,1994.65,11.75,4457.79,UPI,0
27650,ORD-2023-017595,1,2023-11-06,2023,Q4,11,November,South,India,Tamil Nadu,Chennai,Stationery Report 4,Office Supplies,Stationery,2463.14,4755.63,Kara Hernandez,Consumer,3.3,962,Garrett Thomas,26.0,Distributor,1,4733.43,261.54,2463.14,2008.75,8.61,4471.89,UPI,0
27658,ORD-2023-017601,2,2023-08-23,2023,Q3,8,August,West,India,Maharashtra,Mumbai,Stationery Report 4,Office Supplies,Stationery,2463.14,4755.63,Savannah Johns,Corporate,4.2,6607,Tammy Nguyen,2.0,Retail Store,1,4691.16,0.0,2463.14,2228.02,8.47,4691.16,Net Banking,0
27761,ORD-2024-017664,1,2024-11-20,2024,Q4,11,November,Central,India,Chhattisgarh,Raipur,Stationery Report 4,Office Supplies,Stationery,2463.14,4755.63,David Rodriguez,Corporate,3.7,833,,,Marketplace,8,37787.24,5378.54,19705.12,12703.58,31.59,32408.699999999997,COD,0
27846,ORD-2025-017717,1,2025-11-04,2025,Q4,11,November,North,India,Punjab,Chandigarh,Stationery Report 4,Office Supplies,Stationery,2463.14,4755.63,Andrea Morris,Consumer,3.9,4064,,,Online,1,4732.72,378.61,2463.14,1890.97,28.63,4354.110000000001,COD,0
28030,ORD-2022-017837,1,2022-06-02,2022,Q2,6,June,North,India,Uttar Pradesh,Lucknow,Stationery Report 4,Office Supplies,Stationery,2463.14,4755.63,John Mcfarland,SMB,3.7,1647,Jenny Sanchez,58.0,Retail Store,4,19245.67,711.71,9852.56,8681.4,38.92,18533.96,UPI,0
28752,ORD-2022-018305,2,2022-10-15,2022,Q4,10,October,Central,India,Uttarakhand,Dehradun,Stationery Report 4,Office Supplies,Stationery,2463.14,4755.63,Michael Brown,Consumer,4.3,1719,David Mitchell,42.0,Distributor,4,18768.6,4919.94,9852.56,3996.1,27.82,13848.66,Wire Transfer,0
28869,ORD-2022-018384,1,2022-06-18,2022,Q2,6,June,South,India,Tamil Nadu,Chennai,Stationery Report 4,Office Supplies,Stationery,2463.14,4755.63,Andrew Harris,Consumer,3.7,3173,Jesse Yang,89.0,Distributor,6,28220.33,5182.16,14778.84,8259.33,11.96,23038.170000000002,Wire Transfer,0
29526,ORD-2025-018811,1,2025-04-19,2025,Q2,4,April,East,India,West Bengal,Kolkata,Stationery Report 4,Office Supplies,Stationery,2463.14,4755.63,Gordon Hahn,Consumer,4.0,4014,,,Online,3,14509.74,1412.22,7389.42,5708.1,11.15,13097.52,UPI,0
29581,ORD-2023-018849,1,2023-06-19,2023,Q2,6,June,West,India,Maharashtra,Pune,Stationery Report 4,Office Supplies,Stationery,2463.14,4755.63,Chad Hurley,Consumer,3.6,3761,,,Online,2,9507.03,2373.89,4926.28,2206.86,10.3,7133.140000000001,Net Banking,0
30367,ORD-2022-019339,3,2022-12-03,2022,Q4,12,December,South,India,Tamil Nadu,Chennai,Stationery Report 4,Office Supplies,Stationery,2463.14,4755.63,Antonio Smith,SMB,2.8,6220,,,Marketplace,1,4842.12,639.93,2463.14,1739.05,9.86,4202.19,UPI,0
31239,ORD-2024-019891,1,2024-07-09,2024,Q3,7,July,Central,India,Uttar Pradesh,Kanpur,Stationery Report 4,Office Supplies,Stationery,2463.14,4755.63,Richard Bass,Consumer,4.0,4564,Jeffery Davis,72.0,Online,1,4786.14,256.65,2463.14,2066.35,24.82,4529.490000000001,Credit Card,0
31552,ORD-2022-020093,4,2022-11-15,2022,Q4,11,November,East,India,West Bengal,Kolkata,Stationery Report 4,Office Supplies,Stationery,2463.14,4755.63,Kathleen Moran,Consumer,3.7,111,,,Marketplace,1,4778.52,696.1,2463.14,1619.28,10.37,4082.4200000000005,UPI,0
31576,ORD-2025-020111,1,2025-11-28,2025,Q4,11,November,West,India,Maharashtra,Pune,Stationery Report 4,Office Supplies,Stationery,2463.14,4755.63,Travis Wilson,Consumer,4.8,1986,,,Online,2,9498.3,1348.81,4926.28,3223.21,11.7,8149.49,Credit Card,0
31928,ORD-2023-020338,1,2023-07-08,2023,Q3,7,July,West,India,Maharashtra,Pune,Stationery Report 4,Office Supplies,Stationery,2463.14,4755.63,David Daniels,Consumer,3.6,3187,,,Marketplace,2,9411.75,1500.09,4926.28,2985.38,11.37,7911.66,Net Banking,0
32038,ORD-2024-020408,1,2024-06-02,2024,Q2,6,June,East,India,Assam,Guwahati,Stationery Report 4,Office Supplies,Stationery,2463.14,4755.63,Jessica Bowen,Consumer,2.4,702,Olivia Williams,25.0,Retail Store,2,9672.85,586.52,4926.28,4160.05,29.59,9086.33,Net Banking,0
32303,ORD-2025-020578,1,2025-08-08,2025,Q3,8,August,Central,India,Himachal Pradesh,Shimla,Stationery Report 4,Office Supplies,Stationery,2463.14,4755.63,Justin Torres,Consumer,3.7,72,Amber Cruz,17.0,Retail Store,3,14353.28,3093.07,7389.42,3870.79,38.71,11260.210000000001,Credit Card,0
32429,ORD-2024-020663,2,2024-06-06,2024,Q2,6,June,East,India,Jharkhand,Ranchi,Stationery Report 4,Office Supplies,Stationery,2463.14,4755.63,Bruce Roman,Consumer,3.2,1673,Nathan Miles,80.0,Retail Store,2,9672.07,706.8,4926.28,4038.99,31.25,8965.27,UPI,0
32764,ORD-2022-020876,2,2022-04-22,2022,Q2,4,April,South,India,Karnataka,Bengaluru,Stationery Report 4,Office Supplies,Stationery,2463.14,4755.63,John Erickson,SMB,3.8,5915,,,Online,4,18703.58,2250.69,9852.56,6600.33,8.18,16452.890000000003,UPI,0
33685,ORD-2022-021496,1,2022-06-29,2022,Q2,6,June,West,India,Gujarat,Ahmedabad,Stationery Report 4,Office Supplies,Stationery,2463.14,4755.63,James Henry,Consumer,4.3,4322,Michelle Stevens,24.0,Distributor,2,9381.17,394.74,4926.28,4060.15,35.66,8986.43,Net Banking,0
33990,ORD-2023-021690,1,2023-12-22,2023,Q4,12,December,Central,India,Uttar Pradesh,Kanpur,Stationery Report 4,Office Supplies,Stationery,2463.14,4755.63,Deborah Wood,Consumer,3.7,3835,,,Marketplace,1,4762.12,1582.95,2463.14,716.03,32.18,3179.17,Net Banking,1
34199,ORD-2025-021826,1,2025-06-07,2025,Q2,6,June,East,India,Bihar,Patna,Stationery Report 4,Office Supplies,Stationery,2463.14,4755.63,Dennis Jones,Consumer,4.0,3010,,,Online,2,9407.88,1166.21,4926.28,3315.39,32.99,8241.669999999998,Credit Card,0
34253,ORD-2024-021858,1,2024-08-07,2024,Q3,8,August,Central,India,Chhattisgarh,Raipur,Stationery Report 4,Office Supplies,Stationery,2463.14,4755.63,Jonathan Potter,Consumer,4.3,6073,Jasmine Hahn,37.0,Distributor,3,14418.75,1259.4,7389.42,5769.93,33.12,13159.35,Net Banking,0
34553,ORD-2023-022050,2,2023-10-10,2023,Q4,10,October,South,India,Tamil Nadu,Chennai,Stationery Report 4,Office Supplies,Stationery,2463.14,4755.63,Trevor Sparks,Consumer,3.6,4929,Olivia Russell,16.0,Marketplace,2,9680.64,1569.55,4926.28,3184.81,10.39,8111.089999999999,Wire Transfer,0
34584,ORD-2022-022075,1,2022-10-11,2022,Q4,10,October,South,India,Karnataka,Bengaluru,Stationery Report 4,Office Supplies,Stationery,2463.14,4755.63,Melanie Baker,Consumer,4.6,5563,,,Online,1,4701.37,288.55,2463.14,1949.68,8.09,4412.82,UPI,0
34714,ORD-2023-022155,1,2023-12-31,2023,Q4,12,December,West,India,Madhya Pradesh,Indore,Stationery Report 4,Office Supplies,Stationery,2463.14,4755.63,Charles Turner,Consumer,2.6,590,Hunter Miller,95.0,Retail Store,1,4777.18,712.8,2463.14,1601.24,24.42,4064.38,Credit Card,0
34877,ORD-2023-022260,1,2023-09-05,2023,Q3,9,September,East,India,West Bengal,Kolkata,Stationery Report 4,Office Supplies,Stationery,2463.14,4755.63,Matthew Wright,Consumer,4.4,997,Eric Parker,87.0,Retail Store,3,14336.61,342.22,7389.42,6604.97,10.77,13994.390000000001,Credit Card,0
35664,ORD-2025-022742,3,2025-10-23,2025,Q4,10,October,South,India,Tamil Nadu,Chennai,Stationery Report 4,Office Supplies,Stationery,2463.14,4755.63,Allison Murray,Consumer,2.4,6169,,,Online,2,9515.44,763.11,4926.28,3826.05,8.15,8752.33,Net Banking,0
36389,ORD-2024-023204,1,2024-10-14,2024,Q4,10,October,South,India,Telangana,Hyderabad,Stationery Report 4,Office Supplies,Stationery,2463.14,4755.63,Eddie Adams,Corporate,4.1,1259,Jo Hickman,70.0,Retail Store,2,9396.03,754.19,4926.28,3715.56,10.19,8641.84,Credit Card,0
36611,ORD-2024-023354,1,2024-03-04,2024,Q1,3,March,South,India,Tamil Nadu,Chennai,Stationery Report 4,Office Supplies,Stationery,2463.14,4755.63,Eileen Sanchez,Consumer,4.4,3223,Garrett Thomas,26.0,Distributor,2,9602.47,972.18,4926.28,3704.01,11.4,8630.289999999999,Net Banking,0
37067,ORD-2025-023650,2,2025-11-20,2025,Q4,11,November,East,India,West Bengal,Kolkata,Stationery Report 4,Office Supplies,Stationery,2463.14,4755.63,Kimberly Myers,Consumer,4.8,724,Noah Briggs,64.0,Distributor,1,4702.62,144.77,2463.14,2094.71,12.82,4557.849999999999,UPI,0
37464,ORD-2025-023909,2,2025-01-18,2025,Q1,1,January,West,India,Maharashtra,Mumbai,Stationery Report 4,Office Supplies,Stationery,2463.14,4755.63,Valerie Howard,Consumer,3.4,3025,Zachary Doyle,63.0,Marketplace,2,9364.68,3074.49,4926.28,1363.91,10.12,6290.1900000000005,UPI,0
37880,ORD-2022-024177,2,2022-05-23,2022,Q2,5,May,North,India,Uttar Pradesh,Lucknow,Stationery Report 4,Office Supplies,Stationery,2463.14,4755.63,Richard Jackson,Consumer,4.4,7516,Jenny Sanchez,58.0,Distributor,1,4740.69,447.52,2463.14,1830.03,28.06,4293.17,Net Banking,0
38002,ORD-2022-024249,1,2022-06-26,2022,Q2,6,June,Central,India,Chhattisgarh,Raipur,Stationery Report 4,Office Supplies,Stationery,2463.14,4755.63,Michael Burton,SMB,3.7,36,Jasmine Hahn,37.0,Retail Store,1,4758.86,355.7,2463.14,1940.02,30.0,4403.16,COD,0
38128,ORD-2023-024331,1,2023-12-20,2023,Q4,12,December,Central,India,Uttar Pradesh,Kanpur,Stationery Report 4,Office Supplies,Stationery,2463.14,4755.63,Joseph Myers,Consumer,4.6,3537,,,Online,2,9341.0,1470.16,4926.28,2944.56,29.48,7870.84,Credit Card,0
38135,ORD-2022-024336,2,2022-05-01,2022,Q2,5,May,South,India,Karnataka,Bengaluru,Stationery Report 4,Office Supplies,Stationery,2463.14,4755.63,David Oconnell,Consumer,4.4,7513,,,Online,1,4774.11,418.22,2463.14,1892.75,10.1,4355.889999999999,COD,0
38845,ORD-2025-024791,1,2025-11-06,2025,Q4,11,November,South,India,Tamil Nadu,Chennai,Stationery Report 4,Office Supplies,Stationery,2463.14,4755.63,Madison Richardson,Consumer,4.1,5253,,,Online,1,4798.48,705.18,2463.14,1630.16,9.49,4093.2999999999997,Net Banking,0
38854,ORD-2024-024798,2,2024-10-24,2024,Q4,10,October,Central,India,Uttarakhand,Dehradun,Stationery Report 4,Office Supplies,Stationery,2463.14,4755.63,Dylan Long,Consumer,3.5,6097,John Clark,51.0,Retail Store,4,19054.71,549.29,9852.56,8652.86,36.07,18505.42,Net Banking,0
39039,ORD-2025-024912,1,2025-06-06,2025,Q2,6,June,West,India,Gujarat,Ahmedabad,Stationery Report 4,Office Supplies,Stationery,2463.14,4755.63,Elizabeth Allen,Corporate,4.6,2299,Blake Norris,66.0,Distributor,3,14084.25,542.59,7389.42,6152.24,25.32,13541.66,Net Banking,0
39064,ORD-2025-024926,2,2025-02-19,2025,Q1,2,February,North,India,Haryana,Gurugram,Stationery Report 4,Office Supplies,Stationery,2463.14,4755.63,Jill Ray,Consumer,4.1,6069,,,Online,1,4817.15,453.27,2463.14,1900.74,38.94,4363.879999999999,Net Banking,0
39160,ORD-2022-024980,1,2022-08-04,2022,Q3,8,August,West,India,Gujarat,Ahmedabad,Stationery Report 4,Office Supplies,Stationery,2463.14,4755.63,Jennifer Howard,Consumer,3.9,4198,,,Marketplace,4,19221.27,2782.07,9852.56,6586.64,24.31,16439.2,UPI,0
39407,ORD-2023-025137,1,2023-12-26,2023,Q4,12,December,West,India,Goa,Panaji,Stationery Report 4,Office Supplies,Stationery,2463.14,4755.63,Richard Wilson,Corporate,3.3,7806,Cindy Garza,88.0,Online,1,4836.4,497.24,2463.14,1876.02,27.35,4339.16,UPI,0
40107,ORD-2024-025591,2,2024-02-07,2024,Q1,2,February,West,India,Maharashtra,Mumbai,Stationery Report 4,Office Supplies,Stationery,2463.14,4755.63,Emily Bennett,Corporate,4.5,281,,,Online,5,23972.63,5454.67,12315.7,6202.26,9.15,18517.96,UPI,0
40344,ORD-2023-025745,1,2023-09-28,2023,Q3,9,September,East,India,West Bengal,Kolkata,Stationery Report 4,Office Supplies,Stationery,2463.14,4755.63,Andrew Lynch,Corporate,3.7,3600,Eric Parker,87.0,Distributor,1,4761.41,184.21,2463.14,2114.06,12.36,4577.2,UPI,0
40391,ORD-2025-025777,1,2025-03-17,2025,Q1,3,March,Central,India,Himachal Pradesh,Shimla,Stationery Report 4,Office Supplies,Stationery,2463.14,4755.63,Allison Cunningham,Consumer,3.1,5090,,,Marketplace,1,4848.64,703.23,2463.14,1682.27,34.42,4145.41,Credit Card,0
40973,ORD-2024-026161,1,2024-04-26,2024,Q2,4,April,North,India,Delhi,New Delhi,Stationery Report 4,Office Supplies,Stationery,2463.14,4755.63,Melissa Stephens,Consumer,4.7,611,Alison Miller,19.0,Online,1,4743.33,269.54,2463.14,2010.65,8.29,4473.79,Net Banking,0
41858,ORD-2024-026743,1,2024-04-20,2024,Q2,4,April,South,India,Karnataka,Bengaluru,Stationery Report 4,Office Supplies,Stationery,2463.14,4755.63,James Johnson,Corporate,2.8,5296,Billy Cross,71.0,Retail Store,1,4831.03,256.12,2463.14,2111.77,10.73,4574.91,UPI,0
41992,ORD-2023-026839,2,2023-04-23,2023,Q2,4,April,West,India,Gujarat,Ahmedabad,Stationery Report 4,Office Supplies,Stationery,2463.14,4755.63,Tammy Taylor,Consumer,3.9,7409,,,Marketplace,9,42493.96,9233.78,22168.26,11091.92,36.2,33260.18,Credit Card,0
42207,ORD-2023-026976,1,2023-03-10,2023,Q1,3,March,West,India,Maharashtra,Mumbai,Stationery Report 4,Office Supplies,Stationery,2463.14,4755.63,Isaiah Turner,SMB,2.9,5546,,,Online,1,4832.51,384.18,2463.14,1985.19,9.75,4448.33,Wire Transfer,0
42261,ORD-2022-027007,1,2022-08-20,2022,Q3,8,August,South,India,Telangana,Hyderabad,Stationery Report 4,Office Supplies,Stationery,2463.14,4755.63,Nicholas Richardson,Consumer,3.2,2720,Eric Camacho,97.0,Retail Store,1,4732.63,810.24,2463.14,1459.25,10.83,3922.3900000000003,UPI,0
42553,ORD-2025-027203,1,2025-07-10,2025,Q3,7,July,South,India,Tamil Nadu,Chennai,Stationery Report 4,Office Supplies,Stationery,2463.14,4755.63,Jillian Wilson,Corporate,3.6,1006,Olivia Russell,16.0,Online,2,9590.26,1106.7,4926.28,3557.28,11.82,8483.56,Net Banking,0
42712,ORD-2024-027310,1,2024-05-03,2024,Q2,5,May,East,India,Odisha,Bhubaneswar,Stationery Report 4,Office Supplies,Stationery,2463.14,4755.63,Linda Berry,Consumer,4.1,3875,,,Online,2,9686.94,1209.94,4926.28,3550.72,28.43,8477.0,UPI,0
42885,ORD-2022-027424,2,2022-10-20,2022,Q4,10,October,East,India,Odisha,Bhubaneswar,Stationery Report 4,Office Supplies,Stationery,2463.14,4755.63,Ronald Martinez,SMB,3.9,2195,,,Online,1,4785.7,310.48,2463.14,2012.08,35.1,4475.219999999999,Credit Card,0
43152,ORD-2023-027583,1,2023-05-02,2023,Q2,5,May,Central,India,Himachal Pradesh,Shimla,Stationery Report 4,Office Supplies,Stationery,2463.14,4755.63,Justin Torres,Consumer,3.7,72,David Cruz,116.0,Distributor,3,14369.16,1670.67,7389.42,5309.07,32.49,12698.49,Credit Card,0
43383,ORD-2023-027731,3,2023-01-31,2023,Q1,1,January,East,India,Assam,Guwahati,Stationery Report 4,Office Supplies,Stationery,2463.14,4755.63,Mr. Antonio Yang,Consumer,4.1,3067,,,Marketplace,1,4844.94,1686.29,2463.14,695.51,29.69,3158.6499999999996,Credit Card,0
43408,ORD-2022-027747,1,2022-07-29,2022,Q3,7,July,West,India,Maharashtra,Pune,Stationery Report 4,Office Supplies,Stationery,2463.14,4755.63,Melanie Davidson,SMB,3.4,5340,Robin Baker,40.0,Retail Store,1,4820.72,782.96,2463.14,1574.62,11.27,4037.76,Credit Card,1
43467,ORD-2025-027785,1,2025-12-13,2025,Q4,12,December,North,India,Punjab,Chandigarh,Stationery Report 4,Office Supplies,Stationery,2463.14,4755.63,George Rogers DDS,Consumer,3.4,4941,,,Online,1,4816.56,387.08,2463.14,1966.34,33.73,4429.4800000000005,UPI,0
